iter,day,H,L,A,P1,P2,D,R,ISeed,ICs_W,IHos_W,INur_W,IOff_W,IRes_W,ISch_W,ISho_W,ICHome_W,IHome_I,ICHome_R,ICs_V,IHos_V,INur_V,IOff_V,IRes_V,ISch_V,ISho_V,IHome_V,IAdu,IPen,IChi,IInf,DAdul,DPen,DChi,DInf,DHome,DHospital,DCareHome,DAdditional,NumHospital,HospitalisedToday,SecInfections,GenerationTime
0,21,909847,91,26,26,0,0,10,7,1,0,0,2,2,2,3,0,4,0,0,0,1,0,3,5,2,0,16,3,5,1,0,0,0,0,0,0,0,0,0,0,90.0,10.688888888888888
0,22,909815,113,31,27,0,0,14,3,2,0,0,3,0,5,0,0,7,0,0,0,0,0,1,10,1,0,15,2,12,0,0,0,0,0,0,0,0,0,0,0,67.0,9.477611940298507
0,23,909790,127,36,26,2,0,19,2,2,1,0,2,0,4,0,0,7,1,0,0,0,0,0,4,1,1,14,3,5,1,0,0,0,0,0,0,0,0,1,1,57.0,9.31578947368421
0,24,909755,141,44,37,2,0,21,7,5,2,0,1,0,4,0,0,10,0,0,0,0,0,1,4,1,0,18,3,6,1,0,0,0,0,0,0,0,0,1,0,90.0,10.577777777777778
0,25,909707,169,52,39,4,0,29,7,3,1,0,4,0,5,0,0,7,0,0,0,1,0,5,11,3,1,21,5,12,3,0,0,0,0,0,0,0,0,1,0,169.0,10.035502958579881
0,26,909672,182,62,45,3,0,36,3,0,2,0,0,0,0,2,0,23,0,0,0,0,0,4,0,0,1,14,5,8,5,0,0,0,0,0,0,0,0,1,0,70.0,8.142857142857142
0,27,909624,202,80,47,4,0,43,6,0,3,0,0,1,0,0,1,24,2,0,0,0,0,8,0,2,1,28,9,2,3,0,0,0,0,0,0,0,0,1,0,107.0,10.990654205607477
0,28,909580,214,95,55,7,0,49,5,1,0,1,11,0,0,2,0,12,1,0,0,1,0,6,0,3,1,25,7,2,5,0,0,0,0,0,0,0,0,2,1,103.0,9.135922330097088
0,29,909520,238,106,68,6,0,62,4,6,0,1,8,1,0,3,0,27,0,0,0,1,0,3,0,5,1,39,8,6,3,0,0,0,0,0,0,0,0,1,0,136.0,9.529411764705882
0,30,909464,255,122,74,9,0,76,5,6,1,0,4,0,0,3,0,27,0,0,0,0,0,5,0,3,2,38,6,6,1,0,0,0,0,0,0,0,0,3,2,107.0,10.345794392523365
0,31,909404,286,122,79,10,0,99,4,5,3,0,9,2,0,0,0,22,0,0,0,0,0,10,0,4,1,46,8,2,0,0,0,0,0,0,0,0,0,4,1,136.0,9.507352941176471
0,32,909302,342,141,85,13,0,117,6,8,5,1,6,2,14,2,0,27,1,0,0,0,0,11,18,1,0,60,9,24,3,0,0,0,0,0,0,0,0,5,1,266.0,9.3796992481203
0,33,909230,374,149,90,17,0,140,5,0,5,0,0,2,0,1,0,41,0,0,0,0,0,10,0,6,2,44,9,12,2,0,0,0,0,0,0,0,0,6,1,135.0,8.02962962962963
0,34,909151,404,160,102,19,0,164,6,0,5,0,0,4,0,4,0,45,3,0,0,0,0,9,0,3,0,47,15,7,4,0,0,0,0,0,0,0,0,6,1,177.0,9.429378531073446
0,35,909024,471,175,121,23,0,186,8,3,2,4,17,3,22,2,2,27,4,0,1,1,0,8,16,6,1,70,15,24,10,0,0,0,0,0,0,0,0,8,2,340.0,9.6
0,36,908876,547,188,142,23,0,224,10,7,5,1,13,3,17,4,0,41,0,0,1,0,0,8,33,4,1,78,15,42,3,0,0,0,0,0,0,0,0,8,1,428.0,9.05373831775701
0,37,908742,611,204,170,20,1,252,6,8,4,1,17,4,8,0,0,41,0,0,0,0,0,8,33,2,2,72,13,40,3,0,1,0,0,1,0,0,0,7,1,395.0,9.108860759493671
0,38,908593,665,230,202,23,2,285,3,6,12,1,13,5,13,3,0,44,2,0,0,0,0,10,34,1,2,90,11,40,5,0,1,0,0,0,1,0,0,8,2,445.0,8.757303370786516
0,39,908371,790,262,224,27,3,323,5,9,9,0,25,5,16,5,0,58,4,0,0,1,0,19,52,11,3,121,22,67,7,0,1,0,0,0,0,1,0,10,2,604.0,9.2317880794702
0,40,908203,848,300,237,36,3,373,10,0,5,0,0,7,0,1,0,99,3,0,1,0,0,24,0,10,8,100,33,19,6,0,0,0,0,0,0,0,0,11,2,291.0,8.924398625429554
0,41,908044,890,339,261,41,3,422,6,0,11,0,0,5,0,2,1,95,4,0,0,0,0,20,0,4,11,92,26,28,7,0,0,0,0,0,0,0,0,11,1,325.0,8.670769230769231
0,42,907733,1049,409,290,43,3,473,6,5,9,1,25,5,36,2,2,97,1,0,1,0,0,17,82,11,11,163,30,101,11,0,0,0,0,0,0,0,0,13,3,806.0,8.596774193548388
0,43,907421,1225,454,302,54,3,541,2,9,9,0,29,2,45,4,1,84,6,0,2,0,0,17,89,11,2,168,25,110,7,0,0,0,0,0,0,0,0,17,4,853.0,8.574443141852287
0,44,907083,1416,491,330,64,3,613,6,12,6,0,30,6,54,5,1,86,1,0,0,0,0,13,108,5,5,172,18,129,13,0,0,0,0,0,0,0,0,20,3,887.0,7.9661781285231115
0,45,906700,1594,565,381,66,5,689,5,15,13,3,27,7,44,4,0,117,6,0,1,0,0,17,114,9,1,200,31,129,18,0,2,0,0,0,2,0,0,21,3,890.0,8.002247191011236
0,46,906256,1815,643,430,79,8,769,6,13,16,0,39,8,68,1,3,126,2,0,4,0,0,23,122,9,4,248,33,143,14,2,1,0,0,0,3,0,0,27,6,933.0,7.737406216505895
0,47,905941,1864,751,492,89,9,854,11,0,15,0,0,16,0,11,2,177,3,0,0,0,0,39,0,20,21,200,59,35,10,1,0,0,0,0,1,0,0,33,7,437.0,7.766590389016018
0,48,905578,1933,879,570,91,9,940,9,0,15,0,0,6,0,4,2,223,0,0,2,0,0,63,0,17,22,228,55,57,14,0,0,0,0,0,0,0,0,33,1,446.0,7.9708520179372195
0,49,904894,2285,1025,616,95,12,1073,14,19,11,5,42,9,113,4,0,194,2,0,1,0,0,42,211,13,4,359,48,249,14,1,2,0,0,0,3,0,0,38,5,1081.0,8.400555041628122
0,50,904075,2772,1139,670,107,12,1225,8,20,13,0,49,12,139,10,2,214,4,0,2,2,0,35,281,15,13,403,62,325,21,0,0,0,0,0,0,0,0,43,7,1159.0,8.866264020707506
0,51,903168,3332,1269,742,118,15,1356,11,20,13,0,40,6,169,5,2,251,5,0,2,1,0,46,304,20,12,433,72,361,30,0,3,0,0,1,2,0,0,50,9,1178.0,8.718166383701188
0,52,902173,3882,1436,830,125,17,1537,13,39,21,1,71,21,128,11,2,277,1,0,2,2,0,42,333,23,8,505,66,391,20,1,1,0,0,1,1,0,0,52,6,1399.0,9.122944960686205
0,53,901027,4542,1632,897,146,17,1739,13,32,27,1,76,15,199,7,4,319,4,0,2,1,0,49,359,27,11,610,86,409,28,0,0,0,0,0,0,0,0,58,9,1549.0,8.779857972885733
0,54,900278,4669,1879,1024,161,19,1970,11,0,36,0,0,22,0,17,1,463,3,0,2,0,0,108,0,52,34,480,97,126,35,1,1,0,0,1,1,0,0,63,10,713.0,8.991584852734922
0,55,899624,4631,2142,1191,171,21,2220,13,0,12,0,0,0,0,3,1,584,3,0,15,0,0,0,0,13,10,393,85,112,51,2,0,0,0,0,2,0,0,66,9,460.0,9.219565217391304
0,56,898943,4565,2431,1332,194,22,2513,0,10,7,0,25,0,0,10,1,596,3,0,8,0,0,0,0,10,11,425,79,127,50,0,1,0,0,0,1,0,0,76,11,425.0,8.851764705882353
0,57,898174,4511,2737,1517,213,24,2824,0,9,11,0,26,0,0,5,2,675,4,0,5,0,0,0,0,20,12,479,89,155,46,1,1,0,0,0,2,0,0,86,13,491.0,8.920570264765784
0,58,897353,4546,3000,1643,236,28,3194,0,8,19,0,28,0,0,6,0,705,4,0,10,0,0,0,0,30,11,515,83,151,72,2,2,0,0,0,4,0,0,91,14,541.0,9.186691312384474
0,59,896485,4599,3263,1758,261,32,3602,0,27,23,0,31,0,0,8,2,718,7,0,14,0,0,0,0,22,16,566,104,145,53,2,2,0,0,2,2,0,0,97,9,628.0,8.885350318471337
0,60,895583,4683,3471,1895,290,36,4042,0,22,25,0,36,0,0,10,3,741,5,0,20,0,0,0,0,23,17,577,88,160,77,2,2,0,0,2,2,0,0,102,11,664.0,9.37198795180723
0,61,894772,4705,3611,2006,309,39,4558,0,0,23,0,0,0,0,9,3,721,5,0,13,0,0,0,0,22,15,485,108,155,63,1,2,0,0,1,2,0,0,110,14,484.0,9.165289256198347
0,62,893978,4724,3696,2035,339,43,5185,0,0,29,0,0,0,0,13,1,687,2,0,18,0,0,0,0,28,16,488,87,164,55,2,2,0,0,2,2,0,0,124,18,528.0,8.933712121212121
0,63,893240,4675,3771,2074,379,45,5816,0,24,27,0,41,0,0,10,3,549,4,0,31,0,0,0,0,24,25,473,61,147,57,1,1,0,0,1,1,0,0,145,25,619.0,9.736672051696285
0,64,892526,4610,3818,2102,412,51,6481,0,26,32,0,43,0,0,9,4,515,3,0,34,0,0,0,0,27,21,440,89,129,56,3,3,0,0,2,4,0,0,165,31,578.0,9.737024221453288
0,65,891923,4391,3921,2101,449,53,7162,0,15,26,0,38,0,0,6,2,461,6,0,22,0,0,0,0,16,11,363,58,138,44,0,2,0,0,1,1,0,0,189,31,417.0,8.892086330935252
0,66,891243,4250,4004,2148,471,60,7824,0,30,40,0,55,0,0,8,2,468,4,0,31,0,0,0,0,28,14,449,62,115,54,3,4,0,0,0,7,0,0,207,29,647.0,9.961360123647605
0,67,890638,4115,4013,2104,493,67,8570,0,40,32,0,42,0,0,4,2,417,8,0,26,0,0,0,0,23,11,376,64,129,36,4,3,0,0,0,7,0,0,226,31,489.0,9.169734151329243
0,68,890090,3921,3954,2114,499,74,9348,0,0,36,0,0,0,0,12,2,392,4,0,59,0,0,0,0,25,18,358,62,98,30,0,7,0,0,2,5,0,0,225,17,522.0,10.099616858237548
0,69,889564,3775,3919,2080,520,80,10062,0,0,44,0,0,0,0,10,3,386,4,0,36,0,0,0,0,29,14,309,72,106,39,3,3,0,0,0,6,0,0,241,29,477.0,9.851153039832285
0,70,889026,3615,3884,2058,559,86,10772,0,23,54,0,54,0,0,9,2,311,10,0,40,0,0,0,0,22,13,368,51,93,26,3,3,0,0,0,6,0,0,263,35,538.0,10.035315985130111
0,71,888445,3526,3843,2030,570,94,11492,0,24,53,0,55,0,0,11,0,322,10,0,60,0,0,0,0,28,18,392,72,74,43,1,7,0,0,1,5,2,0,279,33,686.0,9.505830903790088
0,72,887917,3446,3760,1972,587,105,12213,0,27,55,0,65,0,0,5,2,261,4,0,75,0,0,0,0,20,14,375,57,72,24,4,7,0,0,1,10,0,0,282,24,693.0,9.865800865800866
0,73,887415,3325,3684,1941,584,113,12938,0,33,58,0,46,0,0,7,0,257,6,0,68,0,0,0,0,17,10,363,47,56,36,2,6,0,0,1,7,0,0,286,27,629.0,9.608903020667727
0,74,886891,3281,3581,1877,582,121,13667,0,21,76,0,44,0,0,5,2,257,8,0,80,0,0,0,0,23,8,377,56,66,25,3,5,0,0,1,7,0,0,296,25,663.0,8.802413273001509
0,75,886400,3182,3500,1793,617,133,14375,0,0,82,0,0,0,0,4,5,289,11,0,74,0,0,0,0,21,5,357,49,66,19,3,9,0,0,2,9,1,0,311,29,607.0,10.317957166392093
0,76,885902,3080,3404,1784,620,141,15069,0,0,77,0,0,0,0,9,5,278,4,0,77,0,0,0,0,26,22,340,60,72,26,1,7,0,0,0,7,1,0,309,22,638.0,9.360501567398119
0,77,885366,3097,3316,1758,641,147,15675,0,36,84,0,38,0,0,8,3,248,9,0,85,0,0,0,0,13,12,416,48,49,23,1,5,0,0,2,4,0,0,327,25,694.0,10.355907780979827
0,78,884726,3207,3237,1714,627,158,16331,0,38,94,0,50,0,0,4,2,297,17,0,101,0,0,0,0,29,8,437,93,75,35,3,8,0,0,1,10,0,0,334,29,833.0,10.02641056422569
0,79,884112,3281,3121,1670,622,169,17025,0,31,106,0,44,0,0,7,2,283,13,0,94,0,0,0,0,22,12,448,73,63,30,0,11,0,0,1,10,0,0,343,22,723.0,9.219917012448132
0,80,883510,3370,3039,1621,623,178,17659,0,30,129,0,47,0,0,5,2,251,6,0,108,0,0,0,0,18,6,450,73,54,25,2,7,0,0,1,7,1,0,348,26,887.0,9.63923337091319
0,81,882858,3481,2948,1611,598,186,18318,0,32,121,0,40,0,0,3,2,285,10,0,128,0,0,0,0,15,16,492,86,55,19,0,8,0,0,2,6,0,0,333,6,885.0,10.12090395480226
0,82,882256,3539,2926,1620,574,206,18879,0,0,114,0,0,0,0,6,5,311,9,0,131,0,0,0,0,18,8,435,82,62,23,5,15,0,0,5,14,1,0,339,24,750.0,9.596
0,83,881691,3523,2874,1621,564,213,19514,0,0,129,0,0,0,0,11,1,294,9,0,87,0,0,0,0,22,12,416,69,58,22,2,5,0,0,3,4,0,0,327,10,705.0,9.79290780141844
0,84,880985,3630,2826,1654,548,217,20140,0,40,153,0,48,0,0,3,9,286,11,0,129,0,0,0,0,19,8,536,84,55,31,3,1,0,0,1,3,0,0,321,11,990.0,9.722222222222221
0,85,880241,3736,2870,1699,528,233,20693,0,30,166,0,51,0,0,10,6,315,13,0,128,0,0,0,0,14,11,551,94,64,35,0,16,0,0,4,9,3,0,321,18,974.0,9.872689938398358
0,86,879552,3851,2829,1720,510,244,21294,0,27,141,0,32,0,0,10,3,321,6,0,123,0,0,0,0,19,7,521,91,54,23,4,7,0,0,2,9,0,0,319,17,845.0,9.088757396449704
0,87,878768,4036,2824,1798,495,252,21827,0,28,174,0,48,0,0,7,7,326,17,0,147,0,0,0,0,23,7,579,103,65,37,3,5,0,0,3,5,0,0,317,12,1013.0,9.449160908193484
0,88,878005,4141,2863,1824,526,263,22378,0,22,176,0,51,0,0,5,5,312,18,0,153,0,0,0,0,12,9,572,105,64,22,5,6,0,0,0,11,0,0,328,20,987.0,9.934143870314083
0,89,877247,4187,2922,1897,545,266,22936,0,0,164,0,0,0,0,4,3,391,14,0,155,0,0,0,0,10,17,538,113,75,32,1,2,0,0,0,3,0,0,331,15,960.0,9.551041666666666
0,90,876474,4324,2963,1889,551,275,23524,0,0,168,0,0,0,0,6,7,378,15,0,164,0,0,0,0,20,15,551,107,87,28,2,7,0,0,2,6,1,0,338,20,1015.0,9.394088669950738
0,91,875615,4461,3029,1967,559,284,24085,0,38,183,0,51,0,0,5,4,379,11,0,168,0,0,0,0,15,5,621,110,96,32,3,6,0,0,1,7,1,0,354,29,970.0,9.538144329896907
0,92,874783,4567,3099,2025,578,288,24660,0,39,177,0,38,0,0,6,3,391,11,0,147,0,0,0,0,17,3,592,118,87,35,1,3,0,0,0,4,0,0,372,26,927.0,9.201725997842503
0,93,873919,4675,3175,2072,590,294,25275,0,24,184,0,60,0,0,10,4,361,15,0,175,0,0,0,0,24,7,654,105,69,36,0,6,0,0,0,3,3,0,396,32,1119.0,9.316353887399464
0,94,873025,4791,3309,2124,603,308,25840,0,34,223,0,39,0,0,5,3,361,18,0,179,0,0,0,0,19,13,664,118,80,32,5,9,0,0,1,12,1,0,401,22,1081.0,9.382978723404255
0,95,872098,4956,3358,2195,603,320,26470,0,26,215,0,43,0,0,10,2,412,14,0,170,0,0,0,0,17,18,681,117,93,36,3,9,0,0,1,9,2,0,416,25,1152.0,9.46701388888889
0,96,871143,5084,3396,2290,628,323,27136,0,0,243,0,0,0,0,5,2,445,22,0,206,0,0,0,0,19,13,686,145,84,40,1,2,0,0,0,2,1,0,427,23,1086.0,9.14732965009208
0,97,870146,5222,3513,2365,677,330,27747,0,0,245,0,0,0,0,11,4,517,9,0,183,0,0,0,0,17,11,718,130,111,38,5,2,0,0,2,5,0,0,441,26,1066.0,9.159474671669793
0,98,869150,5335,3628,2450,699,343,28395,0,27,230,0,42,0,0,3,5,472,8,0,164,0,0,0,0,25,20,748,134,84,30,6,7,0,0,4,8,1,0,458,32,1045.0,9.374162679425837
0,99,868127,5493,3713,2544,716,350,29057,0,29,239,0,49,0,0,9,6,470,26,0,162,0,0,0,0,20,13,747,138,106,32,2,5,0,0,1,6,0,0,478,34,1183.0,9.8698224852071
0,100,867106,5637,3807,2613,712,365,29760,0,28,234,0,36,0,0,9,5,512,18,0,149,0,0,0,0,16,14,741,127,109,44,4,11,0,0,3,11,1,0,488,30,1012.0,9.26086956521739
0,101,866124,5699,3920,2656,762,374,30465,0,30,236,0,43,0,0,6,3,435,19,0,177,0,0,0,0,16,17,709,149,94,30,4,5,0,0,2,6,1,0,504,30,1189.0,9.969722455845249
0,102,865063,5862,3963,2740,760,392,31220,0,35,258,0,48,0,0,4,4,484,20,0,176,0,0,0,0,20,12,781,150,101,29,9,9,0,0,4,13,1,0,509,27,1185.0,9.540084388185655
0,103,863993,5926,4045,2852,779,402,32003,0,0,222,0,0,0,0,14,3,605,14,0,172,0,0,0,0,28,12,751,145,131,43,2,8,0,0,3,7,0,0,516,30,1027.0,9.410905550146056
0,104,862908,6014,4124,2920,811,411,32812,0,0,262,0,0,0,0,7,8,585,20,0,172,0,0,0,0,20,11,803,146,98,38,2,7,0,0,0,8,1,0,533,39,1040.0,9.199038461538462
0,105,861895,6023,4265,2927,848,421,33621,0,27,249,0,46,0,0,6,9,486,20,0,139,0,0,0,0,18,13,733,138,101,41,2,8,0,0,3,6,1,0,557,44,1044.0,9.4272030651341
0,106,860830,6110,4370,2965,881,431,34413,0,33,239,0,54,0,0,13,7,520,11,0,153,0,0,0,0,20,15,793,136,104,32,2,8,0,0,3,6,1,0,576,40,1109.0,9.683498647430117
0,107,859732,6178,4474,3029,877,447,35263,0,30,223,0,55,0,0,4,9,562,22,0,146,0,0,0,0,27,20,772,151,125,50,3,13,0,0,2,13,1,0,592,33,1044.0,9.181034482758621
0,108,858616,6254,4575,3087,922,460,36086,0,38,207,0,56,0,0,9,8,559,23,0,163,0,0,0,0,32,21,792,172,112,40,2,11,0,0,2,8,3,0,627,53,1072.0,9.152985074626866
0,109,857546,6275,4693,3136,953,471,36926,0,46,217,0,53,0,0,8,5,521,29,0,142,0,0,0,0,22,27,745,166,110,49,1,10,0,0,2,8,1,0,648,40,1080.0,9.368518518518519
0,110,856495,6256,4743,3176,965,481,37884,0,0,187,0,0,0,0,5,7,615,30,0,162,0,0,0,0,28,17,657,211,132,51,0,10,0,0,2,5,3,0,670,48,861.0,9.400696864111499
0,111,855509,6088,4876,3237,1007,500,38783,0,0,170,0,0,0,0,6,6,590,21,0,139,0,0,0,0,36,18,664,147,124,51,2,17,0,0,5,11,3,0,705,50,858.0,9.393939393939394
0,112,854371,6160,4925,3288,1049,512,39695,0,29,231,0,47,0,0,11,9,582,29,0,158,0,0,0,0,30,12,775,185,145,33,4,8,0,0,2,8,2,0,714,34,1057.0,9.142857142857142
0,113,853246,6242,4944,3362,1042,542,40622,0,46,205,0,58,0,0,12,4,596,38,0,122,0,0,0,0,32,12,794,164,115,52,10,20,0,0,2,23,5,0,720,31,1003.0,9.45862412761715
0,114,852121,6277,5036,3352,1081,561,41572,0,44,216,0,62,0,0,6,10,598,33,0,119,0,0,0,0,25,12,790,165,121,49,6,13,0,0,6,10,3,0,754,61,1074.0,9.327746741154563
0,115,851047,6271,5097,3326,1125,575,42559,0,23,209,0,64,0,0,7,11,545,29,0,134,0,0,0,0,37,15,737,176,121,40,3,11,0,0,3,9,2,0,772,50,1080.0,9.75462962962963
0,116,850031,6253,5105,3302,1137,599,43573,0,42,173,0,53,0,0,2,18,557,32,0,98,0,0,0,0,30,11,687,156,120,53,3,21,0,0,6,15,3,0,783,41,934.0,9.310492505353318
0,117,849017,6205,5120,3268,1194,618,44578,0,0,183,0,0,0,0,14,10,613,28,0,123,0,0,0,0,28,15,668,182,119,45,8,11,0,0,2,14,3,0,806,52,829.0,9.377563329312425
0,118,848005,6061,5143,3279,1212,639,45661,0,0,175,0,0,0,0,5,12,609,41,0,114,0,0,0,0,40,16,670,181,124,37,4,17,0,0,1,14,6,0,816,39,886.0,9.117381489841986
0,119,846961,6059,5095,3329,1198,656,46702,0,40,164,0,55,0,0,12,12,571,40,0,105,0,0,0,0,31,14,705,173,125,41,4,13,0,0,1,13,3,0,831,46,929.0,9.694294940796555
0,120,845889,6099,5031,3304,1176,678,47823,0,37,182,0,51,0,0,15,17,583,31,0,117,0,0,0,0,26,13,736,167,122,47,10,12,0,0,3,19,0,0,840,39,929.0,8.831001076426265
0,121,844863,6062,5069,3271,1203,698,48834,0,32,145,0,62,0,0,11,12,595,40,0,92,0,0,0,0,22,15,678,164,131,53,3,17,0,0,3,14,3,0,857,47,889.0,9.481439820022498
0,122,843855,6035,5030,3289,1200,728,49863,0,35,146,0,67,0,0,10,13,539,32,0,111,0,0,0,0,36,19,667,162,135,44,5,25,0,0,4,22,4,0,864,35,925.0,9.661621621621622
0,123,842860,6050,5019,3251,1206,752,50862,0,38,119,0,61,0,0,10,13,565,37,0,106,0,0,0,0,36,10,646,174,123,52,4,20,0,0,3,15,6,0,900,60,870.0,9.08735632183908
0,124,841983,5859,4978,3239,1214,779,51948,0,0,117,0,0,0,0,9,13,572,31,0,96,0,0,0,0,24,15,544,162,131,40,8,19,0,0,5,19,3,0,928,55,670.0,8.77910447761194
0,125,841096,5719,4956,3241,1223,799,52966,0,0,114,0,0,0,0,17,11,607,25,0,71,0,0,0,0,31,11,562,153,119,53,0,20,0,0,2,15,3,0,939,38,642.0,9.526479750778817
0,126,840137,5649,4931,3237,1240,824,53982,0,23,129,0,71,0,0,13,12,573,31,0,71,0,0,0,0,25,11,646,148,118,47,7,18,0,0,5,15,5,0,958,47,778.0,8.994858611825192
0,127,839175,5628,4894,3254,1218,851,54980,0,39,123,0,67,0,0,13,20,510,46,0,82,0,0,0,0,39,23,631,155,113,63,8,19,0,0,2,20,5,0,981,49,872.0,9.38302752293578
0,128,838282,5570,4864,3169,1212,877,56026,0,29,115,0,61,0,0,9,17,515,46,0,57,0,0,0,0,20,24,605,142,102,44,4,22,0,0,5,18,3,0,994,50,719.0,9.207232267037552
0,129,837404,5451,4873,3155,1203,897,57017,0,32,125,0,57,0,0,8,14,488,36,0,74,0,0,0,0,26,18,577,147,119,35,3,17,0,0,3,14,3,0,994,35,695.0,9.220143884892087
0,130,836544,5327,4904,3083,1203,921,58018,0,32,126,0,59,0,0,12,10,474,37,0,66,0,0,0,0,27,17,565,137,112,46,7,17,0,0,2,16,6,0,1013,53,690.0,9.436231884057971
0,131,835714,5245,4839,3032,1208,947,59015,0,0,105,0,0,0,0,9,11,543,46,0,59,0,0,0,0,38,19,526,144,120,40,8,18,0,0,7,16,3,0,1035,45,633.0,8.600315955766193
0,132,834902,5137,4760,2988,1204,967,60042,0,0,86,0,0,0,0,11,9,531,56,0,65,0,0,0,0,29,25,489,164,115,44,4,16,0,0,2,15,3,0,1038,42,587.0,9.001703577512776
0,133,834035,5086,4703,2932,1225,982,61037,0,43,118,0,54,0,0,9,11,480,50,0,59,0,0,0,0,27,16,573,131,116,47,5,10,0,0,3,9,3,0,1050,45,708.0,9.241525423728813
0,134,833252,4964,4688,2852,1218,1008,62018,0,31,110,0,51,0,0,4,5,424,46,0,70,0,0,0,0,25,17,526,125,90,42,4,22,0,0,7,13,6,0,1048,28,683.0,9.48462664714495
0,135,832467,4893,4594,2802,1211,1035,62998,0,30,119,0,60,0,0,12,8,434,31,0,52,0,0,0,0,27,12,532,116,109,28,3,24,0,0,4,15,8,0,1054,41,642.0,9.177570093457945
