iter,day,H,L,A,P1,P2,D,R,ISeed,ICs_W,IHos_W,INur_W,IOff_W,IRes_W,ISch_W,ISho_W,ICHome_W,IHome_I,ICHome_R,ICs_V,IHos_V,INur_V,IOff_V,IRes_V,ISch_V,ISho_V,IHome_V,IAdu,IPen,IChi,IInf,DAdul,DPen,DChi,DInf,DHome,DHospital,DCareHome,SecInfections,GenerationTime
0,0,910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,1,909999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
0,2,909998,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,13.5
0,3,909998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,4,909997,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8.5
0,5,909996,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.75
0,6,909995,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,10.25
0,7,909995,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,8,909995,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,9,909992,5,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4.0,8.0
0,10,909991,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,7.0
0,11,909986,9,3,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.0,15.6
0,12,909985,8,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0
0,13,909980,11,5,3,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13.0,4.846153846153846
0,14,909978,12,6,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,11.125
0,15,909975,13,6,4,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8.0,8.5
0,16,909966,20,5,5,1,0,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,25.0,8.48
0,17,909955,30,5,5,1,0,4,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,0,1,5,0,4,0,0,0,0,0,0,0,0,32.0,8.375
0,18,909948,34,7,6,1,0,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,1,0,1,0,0,0,0,0,0,0,12.0,10.5
0,19,909945,33,11,5,1,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,9.0
0,20,909938,35,13,6,1,0,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,36.0,7.194444444444445
0,21,909920,48,13,9,0,0,10,3,2,0,0,4,1,0,0,0,3,0,0,0,0,0,1,4,0,0,8,3,4,0,0,0,0,0,0,0,0,32.0,11.65625
0,22,909903,61,16,10,0,0,10,3,0,0,0,2,0,3,0,0,4,0,0,0,0,0,0,5,0,0,9,0,5,0,0,0,0,0,0,0,0,54.0,11.462962962962964
0,23,909886,68,18,15,0,0,13,4,0,0,0,0,1,2,0,0,5,0,0,0,0,0,1,4,0,0,9,0,4,0,0,0,0,0,0,0,0,34.0,10.941176470588236
0,24,909865,83,19,18,0,0,15,5,2,7,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,14,1,1,0,0,0,0,0,0,0,0,58.0,9.672413793103448
