iter,day,H,L,A,P1,P2,D,R,ISeed,ICs_W,IHos_W,INur_W,IOff_W,IRes_W,ISch_W,ISho_W,ICHome_W,IHome_I,ICHome_R,ICs_V,IHos_V,INur_V,IOff_V,IRes_V,ISch_V,ISho_V,IHome_V,IAdu,IPen,IChi,IInf,DAdul,DPen,DChi,DInf,DHome,DHospital,DCareHome,SecInfections,GenerationTime
0,0,910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,1,909999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,
0,2,909998,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,15.25
0,3,909998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,4,909997,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8.5
0,5,909996,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.75
0,6,909995,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,8.666666666666666
0,7,909995,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,8,909995,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,9,909992,5,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7.0,10.285714285714286
0,10,909991,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,
0,11,909986,9,3,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9.0,14.666666666666666
0,12,909985,8,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.75
0,13,909980,11,5,3,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18.0,4.333333333333333
0,14,909978,12,6,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0,12.0
0,15,909976,12,6,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5.0,10.4
0,16,909960,26,5,5,1,0,3,3,1,1,0,0,2,2,0,0,2,0,0,0,0,0,1,4,0,0,8,0,5,0,0,0,0,0,0,0,0,43.0,9.813953488372093
0,17,909947,38,5,5,1,0,4,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1,0,5,1,5,0,0,0,0,0,0,0,0,34.0,11.647058823529411
0,18,909944,39,6,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,7.416666666666667
0,19,909938,39,9,8,1,0,5,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,14.0,8.285714285714286
0,20,909925,42,14,11,1,0,7,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,5,2,2,0,0,0,0,0,0,0,0,11.0,7.545454545454546
0,21,909914,48,15,13,0,0,10,5,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,21.0,11.904761904761905
0,22,909901,58,17,14,0,0,10,3,0,0,0,4,0,0,1,0,3,0,0,0,0,0,1,1,0,0,8,0,1,1,0,0,0,0,0,0,0,28.0,12.071428571428571
0,23,909889,58,24,17,0,0,12,2,0,0,0,3,1,2,0,0,2,0,0,0,0,0,1,1,0,0,7,2,1,0,0,0,0,0,0,0,0,14.0,7.857142857142857
0,24,909868,73,27,19,0,0,13,3,2,2,0,0,0,0,0,0,6,0,0,0,0,0,1,5,1,1,9,4,5,0,0,0,0,0,0,0,0,43.0,11.046511627906977
